GW1.24H_LASKIN_T,,Sub,station,GW1,24H,calculator,time,program,,,,,,,,,
VAK1.TESTAUS_H?LYTYS,,Sub,station,VAK1,testing,alarm,,,,,,,,,,,
VAK1.TK1_PF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine1,PF,SM,EP,KM,,,,,,
VAK1.TK1_PF_SM_KAM,,Sub,station,VAK1,supply,air,machine1,PF,SM,KAM,,,,,,,
VAK1.TK1_PF_SM_KHM,,Sub,station,VAK1,supply,air,machine1,PF,SM,KHM,,,,,,,
VAK1.TK1_PF_SM_KM,,Sub,station,VAK1,supply,air,machine1,PF,SM,KM,,,,,,,
VAK1.TK1_TF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine1,TF,SM,EP,KM,,,,,,
VAK1.TK1_TF_SM_KAM,,Sub,station,VAK1,supply,air,machine1,TF,SM,KAM,,,,,,,
VAK1.TK1_TF_SM_KHM,,Sub,station,VAK1,supply,air,machine1,TF,SM,KHM,,,,,,,
VAK1.TK1_TF_SM_KM,,Sub,station,VAK1,supply,air,machine1,TF,SM,KM,,,,,,,
VAK1.TK2_PF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine2,PF,SM,EP,KM,,,,,,
VAK1.TK2_PF_SM_KAM,,Sub,station,VAK1,supply,air,machine2,PF,SM,KAM,,,,,,,
VAK1.TK2_PF_SM_KHM,,Sub,station,VAK1,supply,air,machine2,PF,SM,KHM,,,,,,,
VAK1.TK2_PF_SM_KM,,Sub,station,VAK1,supply,air,machine2,PF,SM,KM,,,,,,,
VAK1.TK2_TF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine2,TF,SM,EP,KM,,,,,,
VAK1.TK2_TF_SM_KAM,,Sub,station,VAK1,supply,air,machine2,TF,SM,KAM,,,,,,,
VAK1.TK2_TF_SM_KHM,,Sub,station,VAK1,supply,air,machine2,TF,SM,KHM,,,,,,,
VAK1.TK2_TF_SM_KM,,Sub,station,VAK1,supply,air,machine2,TF,SM,KM,,,,,,,
VAK1.TK3_PF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine3,PF,SM,EP,KM,,,,,,
VAK1.TK3_PF_SM_KAM,,Sub,station,VAK1,supply,air,machine3,PF,SM,KAM,,,,,,,
VAK1.TK3_PF_SM_KHM,,Sub,station,VAK1,supply,air,machine3,PF,SM,KHM,,,,,,,
VAK1.TK3_PF_SM_KM,,Sub,station,VAK1,supply,air,machine3,PF,SM,KM,,,,,,,
VAK1.TK3_TF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine3,TF,SM,EP,KM,,,,,,
VAK1.TK3_TF_SM_KAM,,Sub,station,VAK1,supply,air,machine3,TF,SM,KAM,,,,,,,
VAK1.TK3_TF_SM_KHM,,Sub,station,VAK1,supply,air,machine3,TF,SM,KHM,,,,,,,
VAK1.TK3_TF_SM_KM,,Sub,station,VAK1,supply,air,machine3,TF,SM,KM,,,,,,,
VAK1.TK4_PF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine4,PF,SM,EP,KM,,,,,,
VAK1.TK4_PF_SM_KAM,,Sub,station,VAK1,supply,air,machine4,PF,SM,KAM,,,,,,,
VAK1.TK4_PF_SM_KHM,,Sub,station,VAK1,supply,air,machine4,PF,SM,KHM,,,,,,,
VAK1.TK4_PF_SM_KM,,Sub,station,VAK1,supply,air,machine4,PF,SM,KM,,,,,,,
VAK1.TK4_TE16_1_ARH,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,1,low,limit,alarm,,,
VAK1.TK4_TE16_1_C,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,1,control,,,,,
VAK1.TK4_TE16_1_M,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,1,measurement,,,,,
VAK1.TK4_TE16_1_YRH,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,1,high,limit,alarm,,,
VAK1.TK4_TE16_2_ARH,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,2,low,limit,alarm,,,
VAK1.TK4_TE16_2_C,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,2,control,,,,,
VAK1.TK4_TE16_2_M,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,2,measurement,,,,,
VAK1.TK4_TE16_2_YRH,,Sub,station,VAK1,supply,air,machine4,temperature,measurement,16,2,high,limit,alarm,,,
VAK1.TK4_TF_SM_EP_KM,,Sub,station,VAK1,supply,air,machine4,TF,SM,EP,KM,,,,,,
VAK1.TK4_TF_SM_KAM,,Sub,station,VAK1,supply,air,machine4,TF,SM,KAM,,,,,,,
VAK1.TK4_TF_SM_KHM,,Sub,station,VAK1,supply,air,machine4,TF,SM,KHM,,,,,,,
VAK1.TK4_TF_SM_KM,,Sub,station,VAK1,supply,air,machine4,TF,SM,KM,,,,,,,
VAK2.0_1000_L,,Sub,station,VAK2,0,1000,device,point,,,,,,,,,
VAK2.0_100_L,,Sub,station,VAK2,0,100,device,point,,,,,,,,,
VAK2.0_2000_L,,Sub,station,VAK2,0,2000,device,point,,,,,,,,,
VAK2.0_500_L,,Sub,station,VAK2,0,500,device,point,,,,,,,,,
VAK2.0_50_L,,Sub,station,VAK2,0,50,device,point,,,,,,,,,
VAK2.0_6_L,,Sub,station,VAK2,0,6,device,point,,,,,,,,,
VAK2.50_50_L,,Sub,station,VAK2,50,50,device,point,,,,,,,,,
VAK2.921_OVI02_H,,Sub,station,VAK2,921,OVI02,alarm,point,,,,,,,,,
VAK2.921_OVI03_H,,Sub,station,VAK2,921,OVI03,alarm,point,,,,,,,,,
VAK2.931_HA01_H,,Sub,station,VAK2,931,apartment,number,1,alarm,point,,,,,,,
VAK2.962_KIU01_O,,Sub,station,VAK2,962,time,IU01,control,point,,,,,,,,
VAK2.962_SVK01_FH,,Sub,station,VAK2,962,rain,rooftop,well01,fictional,alarm,point,,,,,,
VAK2.962_SVK01_FM,,Sub,station,VAK2,962,rain,rooftop,well01,fictional,point,measurement,,,,,,
VAK2.962_SVK01_I,,Sub,station,VAK2,962,rain,rooftop,well01,state,,,,,,,,
VAK2.962_SVK01_O,,Sub,station,VAK2,962,rain,rooftop,well01,control,point,,,,,,,
VAK2.A304_FV_A,,Sub,station,VAK2,control,point,304,FV,control,point,,,,,,,
VAK2.A404_FV_A,,Sub,station,VAK2,control,point,404,FV,control,point,,,,,,,
VAK2.A502_FV_A,,Sub,station,VAK2,control,point,502,FV,control,point,,,,,,,
VAK2.A502_TE16_ARH,,Sub,station,VAK2,control,point,502,temperature,measurement,16,low,limit,alarm,,,,
VAK2.A502_TE16_C,,Sub,station,VAK2,control,point,502,temperature,measurement,16,control,,,,,,
VAK2.A502_TE16_M,,Sub,station,VAK2,control,point,502,temperature,measurement,16,measurement,,,,,,
VAK2.A502_TE16_YRH,,Sub,station,VAK2,control,point,502,temperature,measurement,16,high,limit,alarm,,,,
VAK2.A503_FV_A,,Sub,station,VAK2,control,point,503,FV,control,point,,,,,,,
VAK2.A508_FV_A,,Sub,station,VAK2,control,point,508,FV,control,point,,,,,,,
VAK2.A508_TE16_ARH,,Sub,station,VAK2,control,point,508,temperature,measurement,16,low,limit,alarm,,,,
VAK2.A508_TE16_C,,Sub,station,VAK2,control,point,508,temperature,measurement,16,control,,,,,,
VAK2.A508_TE16_M,,Sub,station,VAK2,control,point,508,temperature,measurement,16,measurement,,,,,,
VAK2.A508_TE16_YRH,,Sub,station,VAK2,control,point,508,temperature,measurement,16,high,limit,alarm,,,,
VAK2.A509_FV_A,,Sub,station,VAK2,control,point,509,FV,control,point,,,,,,,
VAK2.A510_FV_A,,Sub,station,VAK2,control,point,510,FV,control,point,,,,,,,
VAK2.A510_TE16_ARH,,Sub,station,VAK2,control,point,510,temperature,measurement,16,low,limit,alarm,,,,
VAK2.A510_TE16_C,,Sub,station,VAK2,control,point,510,temperature,measurement,16,control,,,,,,
VAK2.A510_TE16_M,,Sub,station,VAK2,control,point,510,temperature,measurement,16,measurement,,,,,,
VAK2.A510_TE16_YRH,,Sub,station,VAK2,control,point,510,temperature,measurement,16,high,limit,alarm,,,,
VAK2.AK_LM1_KM,,Sub,station,VAK2,control,point,K,LM1,KM,,,,,,,,
VAK2.AK_PE51_M,,Sub,station,VAK2,control,point,K,PE51,measurement,,,,,,,,
VAK2.AK_PU1_FH,,Sub,station,VAK2,control,point,K,PU,1,fictional,alarm,point,,,,,
VAK2.AK_PU1_FO,,Sub,station,VAK2,control,point,K,PU,1,fictional,control,point,,,,,
VAK2.AK_PU1_I,,Sub,station,VAK2,control,point,K,PU,1,state,,,,,,,
VAK2.AK_PU1_O,,Sub,station,VAK2,control,point,K,PU,1,control,point,,,,,,
VAK2.AK_TE41_1_M,,Sub,station,VAK2,control,point,K,temperature,measurement,41,1,measurement,,,,,
VAK2.AK_TE42_1_M,,Sub,station,VAK2,control,point,K,temperature,measurement,42,1,measurement,,,,,
VAK2.AK_TV1_A,,Sub,station,VAK2,control,point,K,TV1,control,point,,,,,,,
VAK2.AK_TV1_FA,,Sub,station,VAK2,control,point,K,TV1,fictional,point,alarm,,,,,,
VAK2.AK_VAK2_LM1_FLM,,Sub,station,VAK2,control,point,K,VAK2,LM1,FLM,,,,,,,
VAK2.AK_VAK2_LM1_KHM,,Sub,station,VAK2,control,point,K,VAK2,LM1,KHM,,,,,,,
VAK2.AK_VAK2_LM1_KM,,Sub,station,VAK2,control,point,K,VAK2,LM1,KM,,,,,,,
VAK2.AK_VAK2_LM1_TE1_FM,,Sub,station,VAK2,control,point,K,VAK2,LM1,temperature,measurement,1,fictional,point,measurement,,
VAK2.AK_VAK2_LM1_TE2_FM,,Sub,station,VAK2,control,point,K,VAK2,LM1,temperature,measurement,2,fictional,point,measurement,,
VAK2.GEO_VAK2_LM4_FLM,,Sub,station,VAK2,geothermal,VAK2,LM4,FLM,,,,,,,,,
VAK2.GEO_VAK2_LM4_KHM,,Sub,station,VAK2,geothermal,VAK2,LM4,KHM,,,,,,,,,
VAK2.GEO_VAK2_LM4_KM,,Sub,station,VAK2,geothermal,VAK2,LM4,KM,,,,,,,,,
VAK2.GEO_VAK2_LM4_TE1_FM,,Sub,station,VAK2,geothermal,VAK2,LM4,temperature,measurement,1,fictional,point,measurement,,,,
VAK2.GEO_VAK2_LM4_TE2_FM,,Sub,station,VAK2,geothermal,VAK2,LM4,temperature,measurement,2,fictional,point,measurement,,,,
VAK2.GEO_VAK2_LM5_FLM,,Sub,station,VAK2,geothermal,VAK2,LM5,FLM,,,,,,,,,
VAK2.GEO_VAK2_LM5_KHM,,Sub,station,VAK2,geothermal,VAK2,LM5,KHM,,,,,,,,,
VAK2.GEO_VAK2_LM5_KM,,Sub,station,VAK2,geothermal,VAK2,LM5,KM,,,,,,,,,
VAK2.GEO_VAK2_LM5_TE1_FM,,Sub,station,VAK2,geothermal,VAK2,LM5,temperature,measurement,1,fictional,point,measurement,,,,
VAK2.GEO_VAK2_LM5_TE2_FM,,Sub,station,VAK2,geothermal,VAK2,LM5,temperature,measurement,2,fictional,point,measurement,,,,
VAK2.GLOBE_RESET,,Sub,station,VAK2,GLOBE,RESET,,,,,,,,,,,
VAK2.IV_HATA,,Sub,station,VAK2,IV,apartment,number,TA,,,,,,,,,
VAK2.IV_HATA_FI,,Sub,station,VAK2,IV,apartment,number,TA,FI,,,,,,,,
VAK2.IV_JAAH_PYYNTI_FI,,Sub,station,VAK2,IV,cooling,PYYNTI,FI,,,,,,,,,
VAK2.IV_VERKOSTO_FI,,Sub,station,VAK2,IV,network,FI,,,,,,,,,,
VAK2.KK_4_6_FH,,Sub,station,VAK2,KK,4,6,fictional,alarm,point,,,,,,,
VAK2.KK_4_6_I,,Sub,station,VAK2,KK,4,6,state,,,,,,,,,
VAK2.KK_4_6_O,,Sub,station,VAK2,KK,4,6,control,point,,,,,,,,
VAK2.KK_IV_SM_KAM,,Sub,station,VAK2,KK,IV,SM,KAM,,,,,,,,,
VAK2.KK_IV_SM_KHM,,Sub,station,VAK2,KK,IV,SM,KHM,,,,,,,,,
VAK2.KK_IV_SM_KM,,Sub,station,VAK2,KK,IV,SM,KM,,,,,,,,,
VAK2.KK_LJH_SM_KAM,,Sub,station,VAK2,KK,LJH,SM,KAM,,,,,,,,,
VAK2.KK_LJH_SM_KHM,,Sub,station,VAK2,KK,LJH,SM,KHM,,,,,,,,,
VAK2.KK_LJH_SM_KM,,Sub,station,VAK2,KK,LJH,SM,KM,,,,,,,,,
VAK2.KK_MLP_SM_KAM,,Sub,station,VAK2,KK,MLP,SM,KAM,,,,,,,,,
VAK2.KK_MLP_SM_KHM,,Sub,station,VAK2,KK,MLP,SM,KHM,,,,,,,,,
VAK2.KK_MLP_SM_KM,,Sub,station,VAK2,KK,MLP,SM,KM,,,,,,,,,
VAK2.KK_PAA_SM_KAM,,Sub,station,VAK2,KK,expansion,automation,SM,KAM,,,,,,,,
VAK2.KK_PAA_SM_KHM,,Sub,station,VAK2,KK,expansion,automation,SM,KHM,,,,,,,,
VAK2.KK_PAA_SM_KM,,Sub,station,VAK2,KK,expansion,automation,SM,KM,,,,,,,,
VAK2.LJK_KL_TE00_M,,Sub,station,VAK2,LJK,KL,temperature,measurement,0,measurement,,,,,,,
VAK2.LJK_VAK2_KL_LM2_FLM,,Sub,station,VAK2,LJK,VAK2,KL,LM2,FLM,,,,,,,,
VAK2.LJK_VAK2_KL_LM2_KHM,,Sub,station,VAK2,LJK,VAK2,KL,LM2,KHM,,,,,,,,
VAK2.LJK_VAK2_KL_LM2_KM,,Sub,station,VAK2,LJK,VAK2,KL,LM2,KM,,,,,,,,
VAK2.LJK_VAK2_KL_LM2_TE1_FM,,Sub,station,VAK2,LJK,VAK2,KL,LM2,temperature,measurement,1,fictional,point,measurement,,,
VAK2.LJK_VAK2_KL_LM2_TE2_FM,,Sub,station,VAK2,LJK,VAK2,KL,LM2,temperature,measurement,2,fictional,point,measurement,,,
VAK2.LJK_VAK2_LS3_LM1_FLM,,Sub,station,VAK2,LJK,VAK2,LS3,LM1,FLM,,,,,,,,
VAK2.LJK_VAK2_LS3_LM1_KHM,,Sub,station,VAK2,LJK,VAK2,LS3,LM1,KHM,,,,,,,,
VAK2.LJK_VAK2_LS3_LM1_KM,,Sub,station,VAK2,LJK,VAK2,LS3,LM1,KM,,,,,,,,
VAK2.LJK_VAK2_LS3_LM1_TE1_FM,,Sub,station,VAK2,LJK,VAK2,LS3,LM1,temperature,measurement,1,fictional,point,measurement,,,
VAK2.LJK_VAK2_LS3_LM1_TE2_FM,,Sub,station,VAK2,LJK,VAK2,LS3,LM1,temperature,measurement,2,fictional,point,measurement,,,
VAK2.LS1_VAK2_LM1_1_FLM,,Sub,station,VAK2,LS1,VAK2,LM1,1,FLM,,,,,,,,
VAK2.LS1_VAK2_LM1_1_KHM,,Sub,station,VAK2,LS1,VAK2,LM1,1,KHM,,,,,,,,
VAK2.LS1_VAK2_LM1_1_KM,,Sub,station,VAK2,LS1,VAK2,LM1,1,KM,,,,,,,,
VAK2.LS1_VAK2_LM1_1_TE1_FM,,Sub,station,VAK2,LS1,VAK2,LM1,1,temperature,measurement,1,fictional,point,measurement,,,
VAK2.LS1_VAK2_LM1_1_TE2_FM,,Sub,station,VAK2,LS1,VAK2,LM1,1,temperature,measurement,2,fictional,point,measurement,,,
VAK2.LS1_VAK2_LM1_FLM,,Sub,station,VAK2,LS1,VAK2,LM1,FLM,,,,,,,,,
VAK2.LS1_VAK2_LM1_KHM,,Sub,station,VAK2,LS1,VAK2,LM1,KHM,,,,,,,,,
VAK2.LS1_VAK2_LM1_KM,,Sub,station,VAK2,LS1,VAK2,LM1,KM,,,,,,,,,
VAK2.LS1_VAK2_LM1_TE1_FM,,Sub,station,VAK2,LS1,VAK2,LM1,temperature,measurement,1,fictional,point,measurement,,,,
VAK2.LS1_VAK2_LM1_TE2_FM,,Sub,station,VAK2,LS1,VAK2,LM1,temperature,measurement,2,fictional,point,measurement,,,,
VAK2.LS1_VAK2_LM2_FLM,,Sub,station,VAK2,LS1,VAK2,LM2,FLM,,,,,,,,,
VAK2.LS1_VAK2_LM2_KHM,,Sub,station,VAK2,LS1,VAK2,LM2,KHM,,,,,,,,,
VAK2.LS1_VAK2_LM2_KM,,Sub,station,VAK2,LS1,VAK2,LM2,KM,,,,,,,,,
VAK2.LS1_VAK2_LM2_TE1_FM,,Sub,station,VAK2,LS1,VAK2,LM2,temperature,measurement,1,fictional,point,measurement,,,,
VAK2.LS1_VAK2_LM2_TE2_FM,,Sub,station,VAK2,LS1,VAK2,LM2,temperature,measurement,2,fictional,point,measurement,,,,
VAK2.MODEEMI_NOLLAUS,,Sub,station,VAK2,modem,reset,,,,,,,,,,,
VAK2.PALOHALYTYS_FI,,Sub,station,VAK2,fire,alarm,FI,,,,,,,,,,
VAK2.PK12_SC21_A,,Sub,station,VAK2,outlet,air,machine,12,SC21,control,point,,,,,,
VAK2.PK12_SC21_FA,,Sub,station,VAK2,outlet,air,machine,12,SC21,fictional,point,alarm,,,,,
VAK2.PK13_PF1_A,,Sub,station,VAK2,outlet,air,machine,13,PF1,control,point,,,,,,
VAK2.PK13_PF1_I,,Sub,station,VAK2,outlet,air,machine,13,PF1,state,,,,,,,
VAK2.PK14_PF1_A,,Sub,station,VAK2,outlet,air,machine,14,PF1,control,point,,,,,,
VAK2.PK14_PF1_I,,Sub,station,VAK2,outlet,air,machine,14,PF1,state,,,,,,,
VAK2.PK15_PF1_A,,Sub,station,VAK2,outlet,air,machine,15,PF1,control,point,,,,,,
VAK2.PK15_PF1_I,,Sub,station,VAK2,outlet,air,machine,15,PF1,state,,,,,,,
VAK2.PK16_PF1_A,,Sub,station,VAK2,outlet,air,machine,16,PF1,control,point,,,,,,
VAK2.PK16_PF1_I,,Sub,station,VAK2,outlet,air,machine,16,PF1,state,,,,,,,
VAK2.PK17_FZ22_A,,Sub,station,VAK2,outlet,air,machine,17,motor,plate,22,control,point,,,,
VAK2.PK17_HUONE_L,,Sub,station,VAK2,outlet,air,machine,17,room,device,point,,,,,,
VAK2.PK17_PF1_A,,Sub,station,VAK2,outlet,air,machine,17,PF1,control,point,,,,,,
VAK2.PK17_PF1_FH,,Sub,station,VAK2,outlet,air,machine,17,PF1,fictional,alarm,point,,,,,
VAK2.PK17_TE16_1_ARH,,Sub,station,VAK2,outlet,air,machine,17,temperature,measurement,16,1,low,limit,alarm,,
VAK2.PK17_TE16_1_M,,Sub,station,VAK2,outlet,air,machine,17,temperature,measurement,16,1,measurement,,,,
VAK2.PK17_TE16_1_S,,Sub,station,VAK2,outlet,air,machine,17,temperature,measurement,16,1,control,message,,,
VAK2.PK17_TE16_1_YRH,,Sub,station,VAK2,outlet,air,machine,17,temperature,measurement,16,1,high,limit,alarm,,
VAK2.PK20_FG2_I,,Sub,station,VAK2,outlet,air,machine,20,FG2,state,,,,,,,
VAK2.PK20_FG3_I,,Sub,station,VAK2,outlet,air,machine,20,FG3,state,,,,,,,
VAK2.PK20_FG4_I,,Sub,station,VAK2,outlet,air,machine,20,FG4,state,,,,,,,
VAK2.PK20_FG5_I,,Sub,station,VAK2,outlet,air,machine,20,FG5,state,,,,,,,
VAK2.PK20_FG6_I,,Sub,station,VAK2,outlet,air,machine,20,FG6,state,,,,,,,
VAK2.PK20_PK1_H,,Sub,station,VAK2,outlet,air,machine,20,outlet,air,machine,1,alarm,point,,,
VAK2.PK20_PK1_I,,Sub,station,VAK2,outlet,air,machine,20,outlet,air,machine,1,state,,,,
VAK2.PK21_FG1_I,,Sub,station,VAK2,outlet,air,machine,21,FG1,state,,,,,,,
VAK2.PK21_FG2_I,,Sub,station,VAK2,outlet,air,machine,21,FG2,state,,,,,,,
VAK2.PK21_PK1_H,,Sub,station,VAK2,outlet,air,machine,21,outlet,air,machine,1,alarm,point,,,
VAK2.PK21_PK1_I,,Sub,station,VAK2,outlet,air,machine,21,outlet,air,machine,1,state,,,,
VAK2.PP_HOR01_H,,Sub,station,VAK2,PP,HOR,1,alarm,point,,,,,,,,
VAK2.PP_HOR02_H,,Sub,station,VAK2,PP,HOR,2,alarm,point,,,,,,,,
VAK2.PP_HOR03_H,,Sub,station,VAK2,PP,HOR,3,alarm,point,,,,,,,,
VAK2.PP_HOR04_H,,Sub,station,VAK2,PP,HOR,4,alarm,point,,,,,,,,
VAK2.PP_HOR05_H,,Sub,station,VAK2,PP,HOR,5,alarm,point,,,,,,,,
VAK2.PP_HOR06_H,,Sub,station,VAK2,PP,HOR,6,alarm,point,,,,,,,,
VAK2.PP_HOR07_H,,Sub,station,VAK2,PP,HOR,7,alarm,point,,,,,,,,
VAK2.PP_HOR08_H,,Sub,station,VAK2,PP,HOR,8,alarm,point,,,,,,,,
VAK2.PP_HOR09_H,,Sub,station,VAK2,PP,HOR,9,alarm,point,,,,,,,,
VAK2.PP_HOR10_H,,Sub,station,VAK2,PP,HOR,10,alarm,point,,,,,,,,
VAK2.PP_HOR11_H,,Sub,station,VAK2,PP,HOR,11,alarm,point,,,,,,,,
VAK2.PP_HOR12_H,,Sub,station,VAK2,PP,HOR,12,alarm,point,,,,,,,,
VAK2.PP_HOR13_H,,Sub,station,VAK2,PP,HOR,13,alarm,point,,,,,,,,
VAK2.PP_HOR14_H,,Sub,station,VAK2,PP,HOR,14,alarm,point,,,,,,,,
VAK2.PP_HOR15_H,,Sub,station,VAK2,PP,HOR,15,alarm,point,,,,,,,,
VAK2.PP_HOR16_H,,Sub,station,VAK2,PP,HOR,16,alarm,point,,,,,,,,
VAK2.PP_KRS5_1_H,,Sub,station,VAK2,PP,KRS,5,1,alarm,point,,,,,,,
VAK2.PP_KRS5_2_H,,Sub,station,VAK2,PP,KRS,5,2,alarm,point,,,,,,,
VAK2.PP_KRS5_3_H,,Sub,station,VAK2,PP,KRS,5,3,alarm,point,,,,,,,
VAK2.PP_KRS5_4_H,,Sub,station,VAK2,PP,KRS,5,4,alarm,point,,,,,,,
VAK2.PP_KRS5_5_H,,Sub,station,VAK2,PP,KRS,5,5,alarm,point,,,,,,,
VAK2.SAA_AURINKO_LASKEE_M,,Sub,station,VAK2,weather,sun,dropping,measurement,,,,,,,,,
VAK2.SAA_AURINKO_NOUSEE_M,,Sub,station,VAK2,weather,sun,rising,measurement,,,,,,,,,
VAK2.SAA_AURINKO_SATEILY_M,,Sub,station,VAK2,weather,sun,radiation,measurement,,,,,,,,,
VAK2.SAA_KASTEPISTE_M,,Sub,station,VAK2,weather,dew,point,measurement,,,,,,,,,
VAK2.SAA_KOSTEUS_M,,Sub,station,VAK2,weather,humidity,measurement,,,,,,,,,,
VAK2.SAA_PAINE_3T_M,,Sub,station,VAK2,weather,pressure,3T,measurement,,,,,,,,,
VAK2.SAA_PAINE_M,,Sub,station,VAK2,weather,pressure,measurement,,,,,,,,,,
VAK2.SAA_SADE_HAIHDUNT_KK_M,,Sub,station,VAK2,weather,rain,dissolution,KK,measurement,,,,,,,,
VAK2.SAA_SADE_HAIHDUNT_PAIVA_M,,Sub,station,VAK2,weather,rain,dissolution,day,measurement,,,,,,,,
VAK2.SAA_SADE_HAIHDUNT_VUOSI_M,,Sub,station,VAK2,weather,rain,dissolution,year,measurement,,,,,,,,
VAK2.SAA_SADE_KAUSI_M,,Sub,station,VAK2,weather,rain,time,AUSI,measurement,,,,,,,,
VAK2.SAA_SADE_MAARA_KK_M,,Sub,station,VAK2,weather,rain,amount,KK,measurement,,,,,,,,
VAK2.SAA_SADE_MAARA_M,,Sub,station,VAK2,weather,rain,amount,measurement,,,,,,,,,
VAK2.SAA_SADE_MAARA_PAIVA_M,,Sub,station,VAK2,weather,rain,amount,day,measurement,,,,,,,,
VAK2.SAA_SADE_MAARA_VUOSI_M,,Sub,station,VAK2,weather,rain,amount,year,measurement,,,,,,,,
VAK2.SAA_SADE_VOIMA_M,,Sub,station,VAK2,weather,rain,power,measurement,,,,,,,,,
VAK2.SAA_TEU_M,,Sub,station,VAK2,weather,temperature,measurement,U,measurement,,,,,,,,
VAK2.SAA_TUULI_KA_M,,Sub,station,VAK2,weather,TUULI,time,A,measurement,,,,,,,,
VAK2.SAA_TUULI_M,,Sub,station,VAK2,weather,TUULI,measurement,,,,,,,,,,
VAK2.SAA_TUULI_SUUNTA_M,,Sub,station,VAK2,weather,TUULI,SUUNTA,measurement,,,,,,,,,
VAK2.SAA_UV_INDEX_M,,Sub,station,VAK2,weather,UV,INDEX,measurement,,,,,,,,,
VAK2.TK1_ECO_B_FH,,Sub,station,VAK2,supply,air,machine1,ECO,B,fictional,alarm,point,,,,,
VAK2.TK1_ECO_FH,,Sub,station,VAK2,supply,air,machine1,ECO,fictional,alarm,point,,,,,,
VAK2.TK1_ECO_HUURT_FH,,Sub,station,VAK2,supply,air,machine1,ECO,HUURT,fictional,alarm,point,,,,,
VAK2.TK1_ECO_HYOTYS_FH,,Sub,station,VAK2,supply,air,machine1,ECO,alarm,point,YOTYS,fictional,alarm,point,,,
VAK2.TK1_ECO_I,,Sub,station,VAK2,supply,air,machine1,ECO,state,,,,,,,,
VAK2.TK1_ECO_JATE_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,JATE,power,fictional,point,measurement,,,,
VAK2.TK1_ECO_JSTART_FO,,Sub,station,VAK2,supply,air,machine1,ECO,JSTART,fictional,control,point,,,,,
VAK2.TK1_ECO_KYLM_TALT_FO,,Sub,station,VAK2,supply,air,machine1,ECO,time,YLM,TALT,fictional,control,point,,,
VAK2.TK1_ECO_LISA_LAM_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,LISA,LAM,power,fictional,point,measurement,,,
VAK2.TK1_ECO_LTO_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,LTO,power,fictional,point,measurement,,,,
VAK2.TK1_ECO_M,,Sub,station,VAK2,supply,air,machine1,ECO,measurement,,,,,,,,
VAK2.TK1_ECO_MODBUS_VIKA_H,,Sub,station,VAK2,supply,air,machine1,ECO,MODBUS,VIKA,alarm,point,,,,,
VAK2.TK1_ECO_START_FO,,Sub,station,VAK2,supply,air,machine1,ECO,START,fictional,control,point,,,,,
VAK2.TK1_ECO_TALTEEN_ENER_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,TALTEEN,ENER,power,fictional,point,measurement,,,
VAK2.TK1_ECO_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,power,fictional,point,measurement,,,,,
VAK2.TK1_ECO_TULO_JAAH_TEHO_FM,,Sub,station,VAK2,supply,air,machine1,ECO,TULO,cooling,power,fictional,point,measurement,,,
VAK2.TK1_ECO_TZA_FH,,Sub,station,VAK2,supply,air,machine1,ECO,TZA,fictional,alarm,point,,,,,
VAK2.TK1_ECONET_KUITTI_FO,,Sub,station,VAK2,supply,air,machine1,ECONET,time,UITTI,fictional,control,point,,,,
VAK2.TK1_FE_10_C,,Sub,station,VAK2,supply,air,machine1,FE,10,control,,,,,,,
VAK2.TK1_FE_19_C,,Sub,station,VAK2,supply,air,machine1,FE,19,control,,,,,,,
VAK2.TK1_FI_MAX_FM,,Sub,station,VAK2,supply,air,machine1,FI,MAX,fictional,point,measurement,,,,,
VAK2.TK1_FI_PF_FM,,Sub,station,VAK2,supply,air,machine1,FI,PF,fictional,point,measurement,,,,,
VAK2.TK1_FI_TF_FM,,Sub,station,VAK2,supply,air,machine1,FI,TF,fictional,point,measurement,,,,,
VAK2.TK1_FZ_O,,Sub,station,VAK2,supply,air,machine1,motor,plate,control,point,,,,,,
VAK2.TK1_LTO_A,,Sub,station,VAK2,supply,air,machine1,LTO,control,point,,,,,,,
VAK2.TK1_LTOHY_FM,,Sub,station,VAK2,supply,air,machine1,LTOHY,fictional,point,measurement,,,,,,
VAK2.TK1_PDE08_M,,Sub,station,VAK2,supply,air,machine1,PDE08,measurement,,,,,,,,
